id,visitors
air_0164b9927d20bcc3_2017-04-28,11.2469
air_0164b9927d20bcc3_2017-04-29,4.4602
air_0164b9927d20bcc3_2017-04-30,31.0661
air_0164b9927d20bcc3_2017-05-01,5.9878
air_0164b9927d20bcc3_2017-05-02,14.1045
air_0164b9927d20bcc3_2017-05-03,11.2166
air_0164b9927d20bcc3_2017-05-04,9.2914
air_0164b9927d20bcc3_2017-05-05,10.7765
air_0164b9927d20bcc3_2017-05-06,3.0059
air_0164b9927d20bcc3_2017-05-07,37.9665
air_0164b9927d20bcc3_2017-05-08,7.7848
air_0164b9927d20bcc3_2017-05-09,10.2642
air_0164b9927d20bcc3_2017-05-10,10.1753
air_0164b9927d20bcc3_2017-05-11,8.1507
air_0164b9927d20bcc3_2017-05-12,10.7349
air_0164b9927d20bcc3_2017-05-13,3.2968
air_0164b9927d20bcc3_2017-05-14,40.6851
air_0164b9927d20bcc3_2017-05-15,7.5522
air_0164b9927d20bcc3_2017-05-16,10.4325
air_0164b9927d20bcc3_2017-05-17,10.3833
air_0164b9927d20bcc3_2017-05-18,8.6332
air_0164b9927d20bcc3_2017-05-19,10.6783
air_0164b9927d20bcc3_2017-05-20,3.0503
air_0164b9927d20bcc3_2017-05-21,42.8861
air_0164b9927d20bcc3_2017-05-22,7.7447
air_0164b9927d20bcc3_2017-05-23,9.8237
air_0164b9927d20bcc3_2017-05-24,10.1655
air_0164b9927d20bcc3_2017-05-25,8.9565
air_0164b9927d20bcc3_2017-05-26,10.6508
air_0164b9927d20bcc3_2017-05-27,2.8480
air_0164b9927d20bcc3_2017-05-28,40.2143
air_0164b9927d20bcc3_2017-05-29,6.8534
air_0164b9927d20bcc3_2017-05-30,9.1023
air_0164b9927d20bcc3_2017-05-31,9.1440
air_0241aa3964b7f861_2017-04-23,7.1862
air_0241aa3964b7f861_2017-04-24,6.1050
air_0241aa3964b7f861_2017-04-25,6.6726
air_0241aa3964b7f861_2017-04-26,8.2121
air_0241aa3964b7f861_2017-04-27,1.9990
air_0241aa3964b7f861_2017-04-28,9.7088
air_0241aa3964b7f861_2017-04-29,18.5293
air_0241aa3964b7f861_2017-04-30,7.8158
air_0241aa3964b7f861_2017-05-01,6.9927
air_0241aa3964b7f861_2017-05-02,8.8896
air_0241aa3964b7f861_2017-05-03,11.8979
air_0241aa3964b7f861_2017-05-04,3.4134
air_0241aa3964b7f861_2017-05-05,7.4000
air_0241aa3964b7f861_2017-05-06,11.8693
air_0241aa3964b7f861_2017-05-07,7.9744
air_0241aa3964b7f861_2017-05-08,7.8149
air_0241aa3964b7f861_2017-05-09,7.3450
air_0241aa3964b7f861_2017-05-10,8.0359
air_0241aa3964b7f861_2017-05-11,2.4102
air_0241aa3964b7f861_2017-05-12,7.3193
air_0241aa3964b7f861_2017-05-13,12.3596
air_0241aa3964b7f861_2017-05-14,7.9555
air_0241aa3964b7f861_2017-05-15,7.2651
air_0241aa3964b7f861_2017-05-16,6.8474
air_0241aa3964b7f861_2017-05-17,7.6670
air_0241aa3964b7f861_2017-05-18,2.5815
air_0241aa3964b7f861_2017-05-19,6.7667
air_0241aa3964b7f861_2017-05-20,12.3163
air_0241aa3964b7f861_2017-05-21,8.0412
air_0241aa3964b7f861_2017-05-22,7.2176
air_0241aa3964b7f861_2017-05-23,6.6235
air_0241aa3964b7f861_2017-05-24,7.9354
air_0241aa3964b7f861_2017-05-25,2.5859
air_0241aa3964b7f861_2017-05-26,6.6307
air_0241aa3964b7f861_2017-05-27,12.5407
air_0241aa3964b7f861_2017-05-28,8.7233
air_0241aa3964b7f861_2017-05-29,7.4452
air_0241aa3964b7f861_2017-05-30,6.9394
air_0241aa3964b7f861_2017-05-31,8.0625
air_0328696196e46f18_2017-04-23,6.6925
air_0328696196e46f18_2017-04-24,3.4327
air_0328696196e46f18_2017-04-25,5.4228
air_0328696196e46f18_2017-04-26,4.5817
air_0328696196e46f18_2017-04-27,6.9634
air_0328696196e46f18_2017-04-28,7.0989
air_0328696196e46f18_2017-04-29,12.3504
air_0328696196e46f18_2017-04-30,5.0272
air_0328696196e46f18_2017-05-01,4.3107
air_0328696196e46f18_2017-05-02,7.6331
air_0328696196e46f18_2017-05-03,12.1355
air_0328696196e46f18_2017-05-04,14.8290
air_0328696196e46f18_2017-05-05,7.9970
air_0328696196e46f18_2017-05-06,7.6129
air_0328696196e46f18_2017-05-07,12.1751
air_0328696196e46f18_2017-05-08,5.8573
air_0328696196e46f18_2017-05-09,6.2002
air_0328696196e46f18_2017-05-10,5.4760
air_0328696196e46f18_2017-05-11,8.3233
air_0328696196e46f18_2017-05-12,5.1665
air_0328696196e46f18_2017-05-13,6.9408
air_0328696196e46f18_2017-05-14,8.3137
air_0328696196e46f18_2017-05-15,4.2815
air_0328696196e46f18_2017-05-16,6.5827
air_0328696196e46f18_2017-05-17,5.4612
air_0328696196e46f18_2017-05-18,8.3621
air_0328696196e46f18_2017-05-19,5.1620
air_0328696196e46f18_2017-05-20,6.8493
air_0328696196e46f18_2017-05-21,8.1424
air_0328696196e46f18_2017-05-22,4.0822
air_0328696196e46f18_2017-05-23,6.4455
air_0328696196e46f18_2017-05-24,5.1722
air_0328696196e46f18_2017-05-25,8.2207
air_0328696196e46f18_2017-05-26,5.1563
air_0328696196e46f18_2017-05-27,6.4116
air_0328696196e46f18_2017-05-28,7.6905
air_0328696196e46f18_2017-05-29,3.5944
air_0328696196e46f18_2017-05-30,5.9273
air_0328696196e46f18_2017-05-31,5.1117
air_034a3d5b40d5b1b1_2017-04-23,39.7022
air_034a3d5b40d5b1b1_2017-04-24,10.9155
air_034a3d5b40d5b1b1_2017-04-25,10.1112
air_034a3d5b40d5b1b1_2017-04-26,21.0686
air_034a3d5b40d5b1b1_2017-04-27,10.0743
air_034a3d5b40d5b1b1_2017-04-28,15.9383
air_034a3d5b40d5b1b1_2017-04-29,31.5205
air_034a3d5b40d5b1b1_2017-04-30,36.3768
air_034a3d5b40d5b1b1_2017-05-01,10.4073
air_034a3d5b40d5b1b1_2017-05-02,11.7217
air_034a3d5b40d5b1b1_2017-05-03,42.7876
air_034a3d5b40d5b1b1_2017-05-04,16.1219
air_034a3d5b40d5b1b1_2017-05-05,16.0051
air_034a3d5b40d5b1b1_2017-05-06,26.0490
air_034a3d5b40d5b1b1_2017-05-07,29.9314
air_034a3d5b40d5b1b1_2017-05-08,11.0817
air_034a3d5b40d5b1b1_2017-05-09,10.3827
air_034a3d5b40d5b1b1_2017-05-10,17.5718
air_034a3d5b40d5b1b1_2017-05-11,11.0836
air_034a3d5b40d5b1b1_2017-05-12,13.5703
air_034a3d5b40d5b1b1_2017-05-13,19.6440
air_034a3d5b40d5b1b1_2017-05-14,24.7660
air_034a3d5b40d5b1b1_2017-05-15,8.5978
air_034a3d5b40d5b1b1_2017-05-16,11.0289
air_034a3d5b40d5b1b1_2017-05-17,17.0806
air_034a3d5b40d5b1b1_2017-05-18,10.5366
air_034a3d5b40d5b1b1_2017-05-19,13.8640
air_034a3d5b40d5b1b1_2017-05-20,19.3797
air_034a3d5b40d5b1b1_2017-05-21,20.1171
air_034a3d5b40d5b1b1_2017-05-22,7.6444
air_034a3d5b40d5b1b1_2017-05-23,9.5939
air_034a3d5b40d5b1b1_2017-05-24,16.0766
air_034a3d5b40d5b1b1_2017-05-25,10.4619
air_034a3d5b40d5b1b1_2017-05-26,13.6719
air_034a3d5b40d5b1b1_2017-05-27,19.3950
air_034a3d5b40d5b1b1_2017-05-28,19.7347
air_034a3d5b40d5b1b1_2017-05-29,7.1331
air_034a3d5b40d5b1b1_2017-05-30,9.9546
air_034a3d5b40d5b1b1_2017-05-31,16.3697
air_036d4f1ee7285390_2017-04-23,17.3910
air_036d4f1ee7285390_2017-04-24,15.2661
air_036d4f1ee7285390_2017-04-25,19.8822
air_036d4f1ee7285390_2017-04-26,21.2342
air_036d4f1ee7285390_2017-04-27,19.3150
air_036d4f1ee7285390_2017-04-28,19.3193
air_036d4f1ee7285390_2017-04-29,28.1999
air_036d4f1ee7285390_2017-04-30,15.9432
air_036d4f1ee7285390_2017-05-01,15.4702
air_036d4f1ee7285390_2017-05-02,21.5161
air_036d4f1ee7285390_2017-05-03,37.0837
air_036d4f1ee7285390_2017-05-04,42.8126
air_036d4f1ee7285390_2017-05-05,19.4221
air_036d4f1ee7285390_2017-05-06,27.3718
air_036d4f1ee7285390_2017-05-07,18.2732
air_036d4f1ee7285390_2017-05-08,14.7881
air_036d4f1ee7285390_2017-05-09,19.5182
air_036d4f1ee7285390_2017-05-10,22.7370
air_036d4f1ee7285390_2017-05-11,20.5128
air_036d4f1ee7285390_2017-05-12,15.9822
air_036d4f1ee7285390_2017-05-13,18.8143
air_036d4f1ee7285390_2017-05-14,19.2857
air_036d4f1ee7285390_2017-05-15,13.5431
air_036d4f1ee7285390_2017-05-16,18.6759
air_036d4f1ee7285390_2017-05-17,22.3326
air_036d4f1ee7285390_2017-05-18,19.5077
air_036d4f1ee7285390_2017-05-19,14.7425
air_036d4f1ee7285390_2017-05-20,17.7642
air_036d4f1ee7285390_2017-05-21,19.0455
air_036d4f1ee7285390_2017-05-22,12.9585
air_036d4f1ee7285390_2017-05-23,16.5571
air_036d4f1ee7285390_2017-05-24,21.1341
air_036d4f1ee7285390_2017-05-25,18.9490
air_036d4f1ee7285390_2017-05-26,14.3577
air_036d4f1ee7285390_2017-05-27,17.9425
air_036d4f1ee7285390_2017-05-28,20.4398
air_036d4f1ee7285390_2017-05-29,12.4858
air_036d4f1ee7285390_2017-05-30,17.1440
air_036d4f1ee7285390_2017-05-31,21.1750
air_0382c794b73b51ad_2017-04-23,39.9546
air_0382c794b73b51ad_2017-04-24,24.7934
air_0382c794b73b51ad_2017-04-25,28.5488
air_0382c794b73b51ad_2017-04-26,22.6852
air_0382c794b73b51ad_2017-04-27,25.4419
air_0382c794b73b51ad_2017-04-28,25.2242
air_0382c794b73b51ad_2017-04-29,41.2597
air_0382c794b73b51ad_2017-04-30,32.6022
air_0382c794b73b51ad_2017-05-01,29.9234
air_0382c794b73b51ad_2017-05-02,31.0332
air_0382c794b73b51ad_2017-05-03,26.0417
air_0382c794b73b51ad_2017-05-04,34.2252
air_0382c794b73b51ad_2017-05-05,25.3906
air_0382c794b73b51ad_2017-05-06,36.4362
air_0382c794b73b51ad_2017-05-07,40.4922
air_0382c794b73b51ad_2017-05-08,26.6367
air_0382c794b73b51ad_2017-05-09,26.5444
air_0382c794b73b51ad_2017-05-10,25.9159
air_0382c794b73b51ad_2017-05-11,26.4390
air_0382c794b73b51ad_2017-05-12,22.5592
air_0382c794b73b51ad_2017-05-13,29.9300
air_0382c794b73b51ad_2017-05-14,32.8397
air_0382c794b73b51ad_2017-05-15,24.6051
air_0382c794b73b51ad_2017-05-16,24.8999
air_0382c794b73b51ad_2017-05-17,25.7698
air_0382c794b73b51ad_2017-05-18,24.5990
air_0382c794b73b51ad_2017-05-19,22.3696
air_0382c794b73b51ad_2017-05-20,29.7848
air_0382c794b73b51ad_2017-05-21,32.4691
air_0382c794b73b51ad_2017-05-22,23.5476
air_0382c794b73b51ad_2017-05-23,21.6591
air_0382c794b73b51ad_2017-05-24,26.1959
air_0382c794b73b51ad_2017-05-25,24.1051
air_0382c794b73b51ad_2017-05-26,23.0741
air_0382c794b73b51ad_2017-05-27,29.9808
air_0382c794b73b51ad_2017-05-28,34.1068
air_0382c794b73b51ad_2017-05-29,22.9962
air_0382c794b73b51ad_2017-05-30,17.7749
air_0382c794b73b51ad_2017-05-31,24.3885
air_03963426c9312048_2017-04-23,14.1680
air_03963426c9312048_2017-04-24,21.2330
air_03963426c9312048_2017-04-25,22.4945
air_03963426c9312048_2017-04-26,23.6978
air_03963426c9312048_2017-04-27,31.4736
air_03963426c9312048_2017-04-28,74.4550
air_03963426c9312048_2017-04-29,52.6705
air_03963426c9312048_2017-04-30,15.6266
air_03963426c9312048_2017-05-01,31.7216
air_03963426c9312048_2017-05-02,33.1821
air_03963426c9312048_2017-05-03,34.6352
air_03963426c9312048_2017-05-04,58.3169
air_03963426c9312048_2017-05-05,83.9692
air_03963426c9312048_2017-05-06,59.3325
air_03963426c9312048_2017-05-07,17.1916
air_03963426c9312048_2017-05-08,31.6828
air_03963426c9312048_2017-05-09,29.8543
air_03963426c9312048_2017-05-10,29.9437
air_03963426c9312048_2017-05-11,38.8856
air_03963426c9312048_2017-05-12,65.4980
air_03963426c9312048_2017-05-13,53.8586
air_03963426c9312048_2017-05-14,14.7549
air_03963426c9312048_2017-05-15,26.5826
air_03963426c9312048_2017-05-16,26.1069
air_03963426c9312048_2017-05-17,25.9337
air_03963426c9312048_2017-05-18,30.6838
air_03963426c9312048_2017-05-19,61.4830
air_03963426c9312048_2017-05-20,53.1184
air_03963426c9312048_2017-05-21,13.4959
air_03963426c9312048_2017-05-22,23.4858
air_03963426c9312048_2017-05-23,23.4132
air_03963426c9312048_2017-05-24,22.8582
air_03963426c9312048_2017-05-25,25.5158
air_03963426c9312048_2017-05-26,59.7601
air_03963426c9312048_2017-05-27,53.8689
air_03963426c9312048_2017-05-28,12.5302
air_03963426c9312048_2017-05-29,21.8018
air_03963426c9312048_2017-05-30,20.3210
air_03963426c9312048_2017-05-31,22.3454
air_04341b588bde96cd_2017-04-23,52.1018
air_04341b588bde96cd_2017-04-24,40.2516
air_04341b588bde96cd_2017-04-25,33.2353
air_04341b588bde96cd_2017-04-26,35.1397
air_04341b588bde96cd_2017-04-27,29.9943
air_04341b588bde96cd_2017-04-28,50.0937
air_04341b588bde96cd_2017-04-29,52.2304
air_04341b588bde96cd_2017-04-30,43.2086
air_04341b588bde96cd_2017-05-01,39.8513
air_04341b588bde96cd_2017-05-02,39.1090
air_04341b588bde96cd_2017-05-03,42.3161
air_04341b588bde96cd_2017-05-04,39.7389
air_04341b588bde96cd_2017-05-05,38.5241
air_04341b588bde96cd_2017-05-06,37.6132
air_04341b588bde96cd_2017-05-07,43.6846
air_04341b588bde96cd_2017-05-08,39.5680
air_04341b588bde96cd_2017-05-09,37.2496
air_04341b588bde96cd_2017-05-10,40.2770
air_04341b588bde96cd_2017-05-11,33.2810
air_04341b588bde96cd_2017-05-12,46.8728
air_04341b588bde96cd_2017-05-13,43.9661
air_04341b588bde96cd_2017-05-14,41.2734
air_04341b588bde96cd_2017-05-15,34.0187
air_04341b588bde96cd_2017-05-16,30.6831
air_04341b588bde96cd_2017-05-17,32.9119
air_04341b588bde96cd_2017-05-18,30.0192
air_04341b588bde96cd_2017-05-19,44.7804
air_04341b588bde96cd_2017-05-20,42.5047
air_04341b588bde96cd_2017-05-21,40.1258
air_04341b588bde96cd_2017-05-22,31.4583
air_04341b588bde96cd_2017-05-23,25.3710
air_04341b588bde96cd_2017-05-24,27.9388
air_04341b588bde96cd_2017-05-25,27.0277
air_04341b588bde96cd_2017-05-26,42.3091
air_04341b588bde96cd_2017-05-27,42.5772
air_04341b588bde96cd_2017-05-28,40.3878
air_04341b588bde96cd_2017-05-29,28.1686
air_04341b588bde96cd_2017-05-30,24.0257
air_04341b588bde96cd_2017-05-31,26.6244
air_049f6d5b402a31b2_2017-04-23,3.0547
air_049f6d5b402a31b2_2017-04-24,8.2576
air_049f6d5b402a31b2_2017-04-25,7.7546
air_049f6d5b402a31b2_2017-04-26,7.6536
air_049f6d5b402a31b2_2017-04-27,6.8074
air_049f6d5b402a31b2_2017-04-28,13.3469
air_049f6d5b402a31b2_2017-04-29,20.1188
air_049f6d5b402a31b2_2017-04-30,4.0650
air_049f6d5b402a31b2_2017-05-01,8.3469
air_049f6d5b402a31b2_2017-05-02,10.9398
air_049f6d5b402a31b2_2017-05-03,9.9177
air_049f6d5b402a31b2_2017-05-04,7.3028
air_049f6d5b402a31b2_2017-05-05,13.4845
air_049f6d5b402a31b2_2017-05-06,15.6336
air_049f6d5b402a31b2_2017-05-07,3.3532
air_049f6d5b402a31b2_2017-05-08,9.1946
air_049f6d5b402a31b2_2017-05-09,8.1612
air_049f6d5b402a31b2_2017-05-10,8.1447
air_049f6d5b402a31b2_2017-05-11,7.2342
air_049f6d5b402a31b2_2017-05-12,12.2369
air_049f6d5b402a31b2_2017-05-13,19.4506
air_049f6d5b402a31b2_2017-05-14,3.1876
air_049f6d5b402a31b2_2017-05-15,8.9649
air_049f6d5b402a31b2_2017-05-16,8.1731
air_049f6d5b402a31b2_2017-05-17,8.2564
air_049f6d5b402a31b2_2017-05-18,7.3462
air_049f6d5b402a31b2_2017-05-19,11.6441
air_049f6d5b402a31b2_2017-05-20,19.1673
air_049f6d5b402a31b2_2017-05-21,2.9423
air_049f6d5b402a31b2_2017-05-22,8.7522
air_049f6d5b402a31b2_2017-05-23,7.6243
air_049f6d5b402a31b2_2017-05-24,8.2992
air_049f6d5b402a31b2_2017-05-25,7.3581
air_049f6d5b402a31b2_2017-05-26,11.5751
air_049f6d5b402a31b2_2017-05-27,20.0239
air_049f6d5b402a31b2_2017-05-28,2.7392
air_049f6d5b402a31b2_2017-05-29,7.9609
air_049f6d5b402a31b2_2017-05-30,6.8274
air_049f6d5b402a31b2_2017-05-31,7.8613
air_04cae7c1bc9b2a0b_2017-04-23,19.8560
air_04cae7c1bc9b2a0b_2017-04-24,15.4471
air_04cae7c1bc9b2a0b_2017-04-25,15.6752
air_04cae7c1bc9b2a0b_2017-04-26,18.2803
air_04cae7c1bc9b2a0b_2017-04-27,14.9296
air_04cae7c1bc9b2a0b_2017-04-28,36.7223
air_04cae7c1bc9b2a0b_2017-04-29,30.2889
air_04cae7c1bc9b2a0b_2017-04-30,15.5271
air_04cae7c1bc9b2a0b_2017-05-01,14.5640
air_04cae7c1bc9b2a0b_2017-05-02,32.7188
air_04cae7c1bc9b2a0b_2017-05-03,26.2924
air_04cae7c1bc9b2a0b_2017-05-04,26.6457
air_04cae7c1bc9b2a0b_2017-05-05,36.7100
air_04cae7c1bc9b2a0b_2017-05-06,46.0204
air_04cae7c1bc9b2a0b_2017-05-07,21.3077
air_04cae7c1bc9b2a0b_2017-05-08,18.7369
air_04cae7c1bc9b2a0b_2017-05-09,17.9442
air_04cae7c1bc9b2a0b_2017-05-10,19.4914
air_04cae7c1bc9b2a0b_2017-05-11,15.9284
air_04cae7c1bc9b2a0b_2017-05-12,31.9379
air_04cae7c1bc9b2a0b_2017-05-13,43.2897
air_04cae7c1bc9b2a0b_2017-05-14,17.9097
air_04cae7c1bc9b2a0b_2017-05-15,14.9999
air_04cae7c1bc9b2a0b_2017-05-16,16.9651
air_04cae7c1bc9b2a0b_2017-05-17,18.6754
air_04cae7c1bc9b2a0b_2017-05-18,15.1120
air_04cae7c1bc9b2a0b_2017-05-19,31.1291
air_04cae7c1bc9b2a0b_2017-05-20,39.5016
air_04cae7c1bc9b2a0b_2017-05-21,16.5795
air_04cae7c1bc9b2a0b_2017-05-22,13.1544
air_04cae7c1bc9b2a0b_2017-05-23,15.6207
air_04cae7c1bc9b2a0b_2017-05-24,17.7492
air_04cae7c1bc9b2a0b_2017-05-25,14.3885
air_04cae7c1bc9b2a0b_2017-05-26,28.9886
air_04cae7c1bc9b2a0b_2017-05-27,37.1462
air_04cae7c1bc9b2a0b_2017-05-28,17.1493
air_04cae7c1bc9b2a0b_2017-05-29,10.2954
air_04cae7c1bc9b2a0b_2017-05-30,13.8287
air_04cae7c1bc9b2a0b_2017-05-31,17.0546
air_0585011fa179bcce_2017-04-23,4.0319
air_0585011fa179bcce_2017-04-24,3.3101
air_0585011fa179bcce_2017-04-25,3.8825
air_0585011fa179bcce_2017-04-26,3.5890
air_0585011fa179bcce_2017-04-27,4.6391
air_0585011fa179bcce_2017-04-28,4.5654
air_0585011fa179bcce_2017-04-29,8.6348
air_0585011fa179bcce_2017-04-30,5.1734
air_0585011fa179bcce_2017-05-01,3.3842
air_0585011fa179bcce_2017-05-02,3.6747
air_0585011fa179bcce_2017-05-03,6.2304
air_0585011fa179bcce_2017-05-04,6.6907
air_0585011fa179bcce_2017-05-05,5.4995
air_0585011fa179bcce_2017-05-06,6.3940
air_0585011fa179bcce_2017-05-07,4.5801
air_0585011fa179bcce_2017-05-08,3.8291
air_0585011fa179bcce_2017-05-09,3.8787
air_0585011fa179bcce_2017-05-10,4.0819
air_0585011fa179bcce_2017-05-11,5.1046
air_0585011fa179bcce_2017-05-12,4.3622
air_0585011fa179bcce_2017-05-13,6.8797
air_0585011fa179bcce_2017-05-14,4.4329
air_0585011fa179bcce_2017-05-15,3.7457
air_0585011fa179bcce_2017-05-16,3.9404
air_0585011fa179bcce_2017-05-17,4.2864
air_0585011fa179bcce_2017-05-18,5.1037
air_0585011fa179bcce_2017-05-19,4.3396
air_0585011fa179bcce_2017-05-20,6.7748
air_0585011fa179bcce_2017-05-21,4.4682
air_0585011fa179bcce_2017-05-22,3.5905
air_0585011fa179bcce_2017-05-23,3.6635
air_0585011fa179bcce_2017-05-24,4.3938
air_0585011fa179bcce_2017-05-25,4.9420
air_0585011fa179bcce_2017-05-26,4.2766
air_0585011fa179bcce_2017-05-27,6.7895
air_0585011fa179bcce_2017-05-28,4.7226
air_0585011fa179bcce_2017-05-29,3.7464
air_0585011fa179bcce_2017-05-30,3.7966
air_0585011fa179bcce_2017-05-31,4.2249
air_05c325d315cc17f5_2017-04-23,27.8545
air_05c325d315cc17f5_2017-04-24,18.4029
air_05c325d315cc17f5_2017-04-25,17.4467
air_05c325d315cc17f5_2017-04-26,23.0162
air_05c325d315cc17f5_2017-04-27,19.5320
air_05c325d315cc17f5_2017-04-28,26.1127
air_05c325d315cc17f5_2017-04-29,32.9737
air_05c325d315cc17f5_2017-04-30,29.3222
air_05c325d315cc17f5_2017-05-01,19.5325
air_05c325d315cc17f5_2017-05-02,18.6301
air_05c325d315cc17f5_2017-05-03,31.5596
air_05c325d315cc17f5_2017-05-04,24.7002
air_05c325d315cc17f5_2017-05-05,31.1291
air_05c325d315cc17f5_2017-05-06,34.0856
air_05c325d315cc17f5_2017-05-07,29.5754
air_05c325d315cc17f5_2017-05-08,19.9829
air_05c325d315cc17f5_2017-05-09,20.3628
air_05c325d315cc17f5_2017-05-10,24.9029
air_05c325d315cc17f5_2017-05-11,22.7802
air_05c325d315cc17f5_2017-05-12,24.6020
air_05c325d315cc17f5_2017-05-13,29.9764
air_05c325d315cc17f5_2017-05-14,26.5315
air_05c325d315cc17f5_2017-05-15,19.1772
air_05c325d315cc17f5_2017-05-16,18.8938
air_05c325d315cc17f5_2017-05-17,22.8061
air_05c325d315cc17f5_2017-05-18,20.3094
air_05c325d315cc17f5_2017-05-19,22.7665
air_05c325d315cc17f5_2017-05-20,29.4802
air_05c325d315cc17f5_2017-05-21,25.2000
air_05c325d315cc17f5_2017-05-22,18.0924
air_05c325d315cc17f5_2017-05-23,18.1385
air_05c325d315cc17f5_2017-05-24,21.1695
air_05c325d315cc17f5_2017-05-25,19.6176
air_05c325d315cc17f5_2017-05-26,22.8408
air_05c325d315cc17f5_2017-05-27,29.2895
air_05c325d315cc17f5_2017-05-28,26.1764
air_05c325d315cc17f5_2017-05-29,18.7892
air_05c325d315cc17f5_2017-05-30,19.7246
air_05c325d315cc17f5_2017-05-31,20.6041
air_0647f17b4dc041c8_2017-04-23,49.9006
air_0647f17b4dc041c8_2017-04-24,30.1423
air_0647f17b4dc041c8_2017-04-25,3.7570
air_0647f17b4dc041c8_2017-04-26,34.8265
air_0647f17b4dc041c8_2017-04-27,31.5017
air_0647f17b4dc041c8_2017-04-28,39.7403
air_0647f17b4dc041c8_2017-04-29,50.6683
air_0647f17b4dc041c8_2017-04-30,40.0969
air_0647f17b4dc041c8_2017-05-01,29.9017
air_0647f17b4dc041c8_2017-05-02,4.0525
air_0647f17b4dc041c8_2017-05-03,38.0544
air_0647f17b4dc041c8_2017-05-04,43.3238
air_0647f17b4dc041c8_2017-05-05,37.4550
air_0647f17b4dc041c8_2017-05-06,40.4596
air_0647f17b4dc041c8_2017-05-07,46.3260
air_0647f17b4dc041c8_2017-05-08,31.2371
air_0647f17b4dc041c8_2017-05-09,3.6036
air_0647f17b4dc041c8_2017-05-10,35.9106
air_0647f17b4dc041c8_2017-05-11,31.9105
air_0647f17b4dc041c8_2017-05-12,36.9070
air_0647f17b4dc041c8_2017-05-13,51.5389
air_0647f17b4dc041c8_2017-05-14,47.8329
air_0647f17b4dc041c8_2017-05-15,28.9002
air_0647f17b4dc041c8_2017-05-16,3.5117
air_0647f17b4dc041c8_2017-05-17,34.4064
air_0647f17b4dc041c8_2017-05-18,28.1540
air_0647f17b4dc041c8_2017-05-19,34.7946
air_0647f17b4dc041c8_2017-05-20,48.6151
air_0647f17b4dc041c8_2017-05-21,45.9402
air_0647f17b4dc041c8_2017-05-22,26.6937
air_0647f17b4dc041c8_2017-05-23,3.5129
air_0647f17b4dc041c8_2017-05-24,32.3283
air_0647f17b4dc041c8_2017-05-25,26.4229
air_0647f17b4dc041c8_2017-05-26,33.9840
air_0647f17b4dc041c8_2017-05-27,49.0886
air_0647f17b4dc041c8_2017-05-28,50.5026
air_0647f17b4dc041c8_2017-05-29,25.2075
air_0647f17b4dc041c8_2017-05-30,2.8849
air_0647f17b4dc041c8_2017-05-31,32.8068
air_064e203265ee5753_2017-04-23,24.2351
air_064e203265ee5753_2017-04-24,17.6290
air_064e203265ee5753_2017-04-25,19.0694
air_064e203265ee5753_2017-04-26,28.0213
air_064e203265ee5753_2017-04-27,19.1143
air_064e203265ee5753_2017-04-28,24.8145
air_064e203265ee5753_2017-04-29,43.8568
